SKU,Price,Title,Assets,Description,Brand,Category,Stock
LBAC16RM2NO,7.74,Europa Volt Free Contact LBAC16RM2NO,https://www.europa-plc.com/_uploads/europa/xLBAC16RM2NO_H_555_W_555.jpg.pagespeed.ic.RrCD57Nm8z.webp,"
				IEC & EN60947-3, Rear mount for door interlocked & enclosed switch-disconnectors, Volt free contacts rated at AC-15 6A 230V / 4A 415V, Maximum terminal capacity 1.5mm2",Europa,Contact Blocks,100
LBAC16RM,7.74,Europa Volt Free Contact LBAC16RM,https://www.europa-plc.com/_uploads/europa/xLBAC16RM_H_555_W_555.jpg.pagespeed.ic.TLYF4kngRn.webp,"
				IEC & EN60947-3, Rear mount for door interlocked & enclosed switch-disconnectors, Volt free contacts rated at AC-15 6A 230V / 4A 415V, Maximum terminal capacity 1.5mm2",Europa,Contact Blocks,100
LBAC040,46.02,Europa Auxiliary Contacts for Safe Switch Range LBAC040,https://www.europa-plc.com/_uploads/europa/xLBAC040_H_555_W_555.jpg.pagespeed.ic.nRqk0G5hlc.webp,"
				Complete with fixings, 16A resistive loads, 4A inductive loads at 240V AC",Europa,Contact Blocks,100
LBAC030,17.71,Europa Auxiliary Contacts for Safe Switch Range LBAC030,https://www.europa-plc.com/_uploads/europa/xLBAC030_H_555_W_555.jpg.pagespeed.ic.sQvScIYMJ6.webp,"
				Complete with fixings, 16A resistive loads, 4A inductive loads at 240V AC",Europa,Contact Blocks,100
LBAC020,40.62,Europa Auxiliary Contacts for Safe Switch Range LBAC020,https://www.europa-plc.com/_uploads/europa/xLBAC020_H_555_W_555.jpg.pagespeed.ic.nRqk0G5hlc.webp,"
				Complete with fixings, 16A resistive loads, 4A inductive loads at 240V AC",Europa,Contact Blocks,100
LB636P,158.81,Europa 6 Pole Steel Enclosed Switch-Disconnectors (IP65) LB636P,https://www.europa-plc.com/_uploads/europa/xLB636P_H_555_W_555.jpg.pagespeed.ic.MdhonxAQZB.webp,"
				IP65, IEC & EN 60947-3, Padlockable in the OFF position for added security (For up to 3 padlocks), Epoxy powder coated steel RAL 7035, 63A upwards bottom gland plate only, All switch ratings at AC-22 - See page for technical data, H:400 x W:300 x D:200mm",Europa,Switch Disconnector,100
LB634P,31.45,Europa 4 Pole Switch Disconnector (IP65) LB634P,https://www.europa-plc.com/_uploads/europa/xLB634P_H_555_W_555.jpg.pagespeed.ic.4zBH9fpUZh.webp,"
				IP65, 25mm cable entries, Robust polycarbonate enclosure, UV resistant, Enclosure glow wire flammability rating 960 C, Halogen free, Lower smoke generation, Padlockable in the OFF position, AC-21 Switch Rating, H:175 x W:125 x D:90mm",Europa,Switch Disconnector,100
LB324PBB,31.27,Europa 4 Pole Larger Enclosured Switch-Disconnector (IP65) LB324PBB,https://www.europa-plc.com/_uploads/europa/xLB324PBB_H_555_W_555.jpg.pagespeed.ic.4zBH9fpUZh.webp,"
				IP65, 25mm cable entries, Robust resilient polycarbonate enclosure, UV resistant, Enclosure glow wire flammability rating 960 C, Padlockable in the OFF position for added security, AC-21 Switch Rating, H:175 x W:125 x D:90mm",Europa,Switch Disconnector,100
LB324P,21.48,Europa 4 Pole Enclosed Switch-Disconnectors (IP65) LB324P,https://www.europa-plc.com/_uploads/europa/xLB324P_H_555_W_555.jpg.pagespeed.ic.UVprzC4Tag.webp,"
				IP65, 20mm cable entries, Robust polycarbonate enclosure, UV resistant, Enclosure glow wire flammability rating 960 C, Halogen free, Lower smoke generation, Padlockable in the OFF position, AC-21 Switch Rating, H:125 x W:100 x D:74mm",Europa,Switch Disconnector,100
LB323P,22.41,Europa 3 Pole Enclosed Switch-Disconnectors (IP65) LB323P,https://www.europa-plc.com/_uploads/europa/xLB323P_H_555_W_555.jpg.pagespeed.ic.UVprzC4Tag.webp,"
				IP65, 20mm Cable Entries, Robust Polycarbonate, UV Resistant, Enclosure Glow Wire flammability Rating 960 C, Halogen Free, Lower Smoke Generation, Padlockable in the OFF Position, H:125 x W:100 x D:74mm",Europa,Switch Disconnector,100
LB263MAINPOLE,4.96,Europa Main Pole (Rear Mounting) LB263MAINPOLE,https://www.europa-plc.com/_uploads/europa/xLB263MAINPOLE_H_555_W_555.jpg.pagespeed.ic.Sbq04qRghg.webp,"
				IEC & EN 60947-3, Main pole for when an additional pole is required, Rear mount for door interlock and enclosed switch-disconnectors, AC-22 switch rating",Europa,Contact Blocks,100
LB263AUXEM,4.96,Europa Neutral Pole (Early Make Late Break) LB263AUXEM,https://www.europa-plc.com/_uploads/europa/xLB263AUXEM_H_555_W_555.jpg.pagespeed.ic.iqdcXdgG7E.webp,"
				IEC & EN 60947-3, Neutral pole / fully rated, Rear mount for door interlock and enclosed switch-disconnectors, Colour coded in blue for easy identification, AC-22 switch rating",Europa,Contact Blocks,100
LB254PBB,26.25,Europa 4 Pole Larger Enclosured Switch-Disconnector (IP65) LB254PBB,https://www.europa-plc.com/_uploads/europa/LB254PBB_H_555_W_555.jpg,"
				IP65, 25mm cable entries, Robust resilient polycarbonate enclosure, UV resistant, Enclosure glow wire flammability rating 960 C, Padlockable in the OFF position for added security, AC-21 Switch Rating, H:175 x W:125 x D:90mm",Europa,Contact Blocks,100
LB2125AUXEM,11.89,Europa Neutral Pole (Early Make Late Break) LB2125AUXEM,https://www.europa-plc.com/_uploads/europa/xLB2125AUXEM_H_555_W_555.jpg.pagespeed.ic.iqdcXdgG7E.webp,"
				IEC & EN 60947-3, Neutral pole / fully rated, Rear mount for door interlock and enclosed switch-disconnectors, Colour coded in blue for easy identification, AC-22 switch rating",Europa,Contact Blocks,100
LB204P,16.45,Europa 4 Pole Switch Disconnector (IP65) LB204P,https://www.europa-plc.com/_uploads/europa/xLB204P_H_555_W_555.jpg.pagespeed.ic.UVprzC4Tag.webp,"
				



IP65, 20mm cable entries, Robust polycarbonate enclosure, UV resistant, Enclosure glow wire flammability rating 960 C, Halogen free, Lower smoke generation, Padlockable in the OFF position, AC-21 Switch Rating, H:125 x W:100 x D:74mm",Europa,Switch Disconnector,100
LB203PSN,16.45,Europa 3 Pole + Sw. Neutral Enclosed Switch-Disconnectors (IP65) LB203PSN,https://www.europa-plc.com/_uploads/europa/xLB203PSN_H_555_W_555.jpg.pagespeed.ic.UVprzC4Tag.webp,"
				IP65, Robust polycarbonate enclosure, UV Resistant, glow wire flammability rating 960 degree celcious, Halogen free, Lower smoke generation, Padlockable in the OFF position, Neutral contacts must be used when switching the neutral,H:125 x W:100 x D:74mm",Europa,Switch Disconnector,100
LB1603PNLME,408.49,Europa 3 Pole + Neutral Link Steel Enclosed Switch-Disconnectors (IP65) LB1603PNLME,https://www.europa-plc.com/_uploads/europa/xLB1603PNLME_H_555_W_555.jpg.pagespeed.ic.TcHrmKh2_8.webp,"
				IP65, Epoxy Coated Steel Enclosure, RAL 7035, Handle padlockable in the OFF position, Top & bottom gland plates, Fully rated neutral link, Door interlock with defeat mechanism, Tunnel Terminals, H:500 x W:400 x D:200mm",Europa,Switch Disconnector,100
LB1254P,105.12,Europa 4 Pole Enclosed Switch-Disconnectors (IP65) LB1254P,https://www.europa-plc.com/_uploads/europa/xLB1254P_H_555_W_555.jpg.pagespeed.ic.6lCbTim_k2.webp,"
				IP65, 25mm cable entries, Robust polycarbonate enclosure, UV resistant, Enclosure glow wire flammability rating 960 C, Halogen free, Lower smoke generation, Padlockable in the OFF position, AC-22 Switch Rating, H:280 x W:190 x D:130mm",Europa,Switch Disconnector,100
LB1253PSN,105.12,Europa 3 Pole + Sw. Neutral Enclosed Switch-Disconnectors (IP65) LB1253PSN,https://www.europa-plc.com/_uploads/europa/xLB1253PSN_H_555_W_555.jpg.pagespeed.ic.6lCbTim_k2.webp,"
				IP65, Robust polycarbonate enclosure, UV Resistant, glow wire flammability rating 960 degree celcious, Halogen free, Lower smoke generation, Padlockable in the OFF position, Neutral contacts must be used when switching the neutral, H:280 x W:190 x D:130mm",Europa,Switch Disconnector,100
LB1003PSN,87.60,Europa 3 Pole + Sw. Neutral Enclosed Switch-Disconnectors (IP65) LB1003PSN,https://www.europa-plc.com/_uploads/europa/xLB1003PSN_H_555_W_555.jpg.pagespeed.ic.6lCbTim_k2.webp,"
				IP65, Robust polycarbonate enclosure, UV Resistant, glow wire flammability rating 960 degree celcious, Halogen free, Lower smoke generation, Padlockable in the OFF position, Neutral contacts must be used when switching the neutral, H:280 x W:190 x D:130mm",Europa,Switch Disconnector,100
LA9-FF970,39.29,Europa Mechanical Interlocks for LC1 Contactors LA9-FF970,https://www.europa-plc.com/_uploads/europa/xLA9-FF970_H_555_W_555.jpg.pagespeed.ic.yZcSnWtDqF.webp,,Europa,Accessories,100
ISS324N,10.73,Europa IP44 Surface Sockets ISS324N,https://www.europa-plc.com/_uploads/europa/xISS324N_H_555_W_555.jpg.pagespeed.ic.MXLRvlfpbq.webp,"
				IEC 60309, Easy installation, Long life, High reliability, High quality housing, PG21 Cable Entries",Europa,Accessories,100
IPSW325N,12.64,Europa IP67 Panel Sockets IPSW325N,https://www.europa-plc.com/_uploads/europa/IPSW325N_H_555_W_555.jpg,"
				IEC 60309, Easy installation, Long life, High reliability, Suited to extreme conditions, High quality housing",Europa,Accessories,100
IPSW1255N,165.95,Europa IP67 Panel Sockets IPSW1255N,https://www.europa-plc.com/_uploads/europa/IPSW1255N_H_555_W_555.jpg,"
				IEC 60309, Easy installation, Long life, High reliability, Suited to extreme conditions, High quality housing",Europa,Accessories,100
IPS635N,32.55,Europa IP44 Panel Sockets IPS635N,https://www.europa-plc.com/_uploads/europa/xIPS635N_H_555_W_555.jpg.pagespeed.ic.A1OUySAbaC.webp,"
				IEC 60309, Easy installation, Long life, High reliability, High quality housing, PG21 Cable Entries",Europa,Accessories,100
GRG5M,36.17,Europa Metal Clad Garage Units (IP54) GRG5M,https://www.europa-plc.com/_uploads/europa/xGRG5M_H_555_W_555.jpg.pagespeed.ic.ZaCQsmQnM5.webp,"
				EN60898 & EN 61008 Compliant, IP40, 5 module metal clad enclosure with metal lid, Earth and neutral terminals included., H:240 x W:130 x D:85mm (105mm inc. lid), Terminal capacity: 16mm2 Stranded / 10mm2 Flex",Europa,Accessories,100
FR14GG50V32,2.02,Europa 14 x 51mm gL FR14GG50V32,https://www.europa-plc.com/_uploads/europa/xFR14GG50V32_H_555_W_555.jpg.pagespeed.ic.95pvAaQoV0.webp,"
				Rated at 500V 120kA",Europa,Fuse,100
EUR180.30/2A,74.42,Europa 2 Pole RCCB 10kA EUR180.30/2A,https://www.europa-plc.com/_uploads/europa/xEUR180.30-2A_H_555_W_555.jpg.pagespeed.ic.XKy0auc4Uo.webp,"
				EN 61008, 230V, Type A",Europa,RCCB,100
EUR163.30/2/110V,41.90,Europa 2 Pole RCCB 10kA EUR163.30/2/110V,https://www.europa-plc.com/_uploads/europa/EUR163.30-2-110V_H_555_W_555.jpg,"
				EN 61008, Type AC",Europa,RCCB,100
EUR125.30/2A,53.11,Europa 2 Pole RCCB 10kA EUR125.30/2A,https://www.europa-plc.com/_uploads/europa/xEUR125.30-2A_H_555_W_555.jpg.pagespeed.ic.XKy0auc4Uo.webp,"
				EN 61008, 230V, Type A",Europa,RCCB,100
EUR1100.30/2,78.53,Europa 2 Pole RCCB for TPN Boards (10kA) EUR1100.30/2,https://www.europa-plc.com/_uploads/www.europa-plc.com/EUR1100.302_H_555_W_555.jpg,"
				EN61008, 230V, Type AC, Terminal Capacity: 35mm2",Europa,RCCB,100
EUC6-125-4P,175.00,Europa 4 Pole Modular Contactor (6 Module) EUC6-125-4P,https://www.europa-plc.com/_uploads/europa/xEUC6-125-4P_H_555_W_555.jpg.pagespeed.ic.35FDlVmTkD.webp,"
				4 Pole / 6 Module, Width:108mm, Rated Insulation Voltage (Ui) 500V AC, Terminal Capacity: 2.5 - 25mm2",Europa,RCCB,100
EUC3P63B,28.10,Europa 3 Pole MCB 10kA B Curve EUC3P63B,https://www.europa-plc.com/_uploads/europa/EUC3P63B_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC3P32D,32.22,Europa 3 Pole MCB 10kA D Curve EUC3P32D,https://www.europa-plc.com/_uploads/europa/EUC3P32D_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC3P32B,28.10,Europa 3 Pole MCB 10kA B Curve EUC3P32B,https://www.europa-plc.com/_uploads/europa/EUC3P32B_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC3P20C,28.10,Europa 3 Pole MCB 10kA C Curve EUC3P20C,https://www.europa-plc.com/_uploads/europa/EUC3P20C_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC3-40-4NOB,83.71,Europa 4 Pole Modular Contactor (3 Module) EUC3-40-4NOB,https://www.europa-plc.com/_uploads/europa/xEUC3-40-4NOB_H_555_W_555.jpg.pagespeed.ic.YM06mKXryd.webp,"
				4 Pole / 3 Module, Width:54mm, Rated Insulation Voltage (Ui) 500V AC, Terminal Capacity: 2.5 - 25mm2",Europa,Accessories,100
EUC2P50C,20.43,Europa 2 Pole MCB 10kA C Curve EUC2P50C,https://www.europa-plc.com/_uploads/europa/EUC2P50C_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC2P4C,20.43,Europa 2 Pole MCB 10kA C Curve EUC2P4C,https://www.europa-plc.com/_uploads/europa/EUC2P4C_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC2P25D,24.26,Europa 2 Pole MCB 10kA D Curve EUC2P25D,https://www.europa-plc.com/_uploads/europa/EUC2P25D_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC2P10C,20.43,Europa 2 Pole MCB 10kA C Curve EUC2P10C,https://www.europa-plc.com/_uploads/europa/EUC2P10C_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC2-25-4P,52.04,Europa 4 Pole Modular Contactor (2 Module) EUC2-25-4P,https://www.europa-plc.com/_uploads/europa/xEUC2-25-4P_H_555_W_555.jpg.pagespeed.ic.kPu45m1hq6.webp,"
				4 Pole / 2 Module, Width:36mm, Rated Insulation Voltage (Ui) 500V AC, Terminal Capacity: 1.5 - 10mm2",Europa,Accessories,100
EUC1P32B,9.10,Europa 1 Pole MCB 10kA B Curve EUC1P32B,https://www.europa-plc.com/_uploads/europa/EUC1P32B_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC1P20B,9.10,Europa 1 Pole MCB 10kA B Curve EUC1P20B,https://www.europa-plc.com/_uploads/europa/EUC1P20B_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC1P10B,9.10,Europa 1 Pole MCB 10kA B Curve EUC1P10B,https://www.europa-plc.com/_uploads/europa/EUC1P10B_H_555_W_555.jpg,"
				EN 60898, 10kA Rating",Europa,MCB,100
EUC1-20-2NCB,32.28,Europa 2 Pole Modular Contactor (1 Module) EUC1-20-2NCB,https://www.europa-plc.com/_uploads/europa/xEUC1-20-2NCB_H_555_W_555.jpg.pagespeed.ic.twLbGM2ikK.webp,"
				2 Pole / 1 Module, Width: 18mm, Rated insulation voltage (Ui) 400V AC, Terminal capacity: 1.5 - 10mm2",Europa,Accessories,100
EUBLOCK,8.26,Europa Accessories for MCB EUBLOCK,https://www.europa-plc.com/_uploads/europa/xEUBLOCK_H_555_W_555.jpg.pagespeed.ic.RChTug78GD.webp,"
				Fits most breakers, Used to lock MCB s, RCBO s, RCCB s, & mainswitches in the ON or OFF positions.",Europa,Accessories,100
EUB16B,5.16,Europa 1 Pole MCB 6kA B Curve EUB16B,https://www.europa-plc.com/_uploads/europa/xEUB16B_H_555_W_555.jpg.pagespeed.ic.-UVBx99ZOb.webp,"
				EN 60898, 6kA Rating",Europa,MCB,100
EUB132B,5.16,Europa 1 Pole MCB 6kA B Curve EUB132B,https://www.europa-plc.com/_uploads/europa/EUB132B_H_555_W_555.jpg,"
				EN 60898, 6kA Rating",Europa,MCB,100
EUB116B,5.16,Europa 1 Pole MCB 6kA B Curve EUB116B,https://www.europa-plc.com/_uploads/europa/EUB116B_H_555_W_555.jpg,"
				EN 60898, 6kA Rating",Europa,MCB,100
EUB110B,5.16,Europa 1 Pole MCB 6kA B Curve EUB110B,https://www.europa-plc.com/_uploads/europa/xEUB110B_H_555_W_555.jpg.pagespeed.ic.-UVBx99ZOb.webp,"
				EN 60898, 6kA Rating",Europa,MCB,100
ELCU16SP17/80,97.88,Europa E-Line Consumer Unit (IP40) ELCU16SP17/80,https://www.europa-plc.com/_uploads/europa/ELCU16SP17-80_H_555_W_555.jpg,"
				IP40, All RCD s 30mA, Knock-outs for trunking, Earth and neutral busbars included, Drop down padlockable lid with magnetic latch, Rear open frame enclosure for easy wiring, H:249 x W:365 x D:107mm",Europa,Accessories,100
ELCU16R,77.39,Europa E-Line Consumer Unit (IP40) ELCU16R,https://www.europa-plc.com/_uploads/europa/ELCU16R_H_555_W_555.jpg,"
				IP40, All RCD s 30mA, Knock-outs for trunking, Earth and neutral busbars included, Drop down padlockable lid with magnetic latch, Rear open frame enclosure for easy wiring, H:249 x W:365 x D:107mm",Europa,Accessories,100
ECUBPD,1.13,Europa Din Rail Mounted Blank ECUBPD,https://www.europa-plc.com/_uploads/europa/xECUBPD_H_555_W_555.jpg.pagespeed.ic.WvSWL11WvJ.webp,"
				Din rail mounting / Will fit most modern boards & top hat din rail, Includes ventilation slots designed to dissipate heat when used to separate modular contactors.",Europa,Accessories,100
ECPF03,22.09,Europa Phase Failure Relays ECPF03,https://www.europa-plc.com/_uploads/europa/ECPF03_H_555_W_555.jpg,"
				IP40 for front panel / IP20 terminals, Output: 1 x SPDT , Current rating: 10A / AC-1, Module widtH:17.5mm, Din rail mounting, Operating temperature -20 to +55 C",Europa,Accessories,100
EC4,3.43,Europa Open Front Modular Enclosures (IP20) EC4,https://www.europa-plc.com/_uploads/europa/xEC4_H_555_W_555.jpg.pagespeed.ic.YPkCFCXel1.webp,"
				IP20",Europa,Accessories,100
CDL-4U-EP,0.38,Europa End Plates (EPDBL4UGY) CDL-4U-EP,https://www.europa-plc.com/_uploads/europa/xCDL-4U-EP_H_555_W_555.jpg.pagespeed.ic.AJ5fKSu5mB.webp,"
				End Plates are used to cover the live parts of the last terminal block making the assembly finger safe",Europa,Accessories,100
CBR125-3PNL-25AT-MC,"1,365.63",Europa 3 Pole + Neutral Link Enclosed CBR CBR125-3PNL-25AT-MC,https://www.europa-plc.com/_uploads/europa/xCBR125-3PNL-25AT-MC_H_555_W_555.jpg.pagespeed.ic.XTxYmHP-tR.webp,"
				IEC 60947-2, Top & bottom gland plates, c/w IP2X input and output terminal shrouds, Terminal extension bars fitted, Fully rated neutral link, Adjustable thermal & fixed magnetic protection, padlockable handle, All ratings at 400/415V AC 50/60Hz",Europa,Accessories,100
BTTM42V630,115.62,Europa TTM BTTM42V630,https://www.europa-plc.com/_uploads/europa/xBTTM42V630_H_555_W_555.jpg.pagespeed.ic.Mc8Lnx4hV8.webp,"
				415V AC 80kA / 240V DC 40kA, Fixing centres: 133mm inner holes / 184mm outer holes, Diameter: 74.4mm (Size C2), ASTA 20 Certified",Europa,Fuse,100
BTIS42V63,9.80,Europa TIS BTIS42V63,https://www.europa-plc.com/_uploads/europa/xBTIS42V63_H_555_W_555.jpg.pagespeed.ic.-02OFJhe16.webp,"
				415V AC 80kA / 240V DC 40kA, Fixing centres: 73mm / Diameter: 17.1mm (Size A3C), ASTA 20 Certified",Europa,Fuse,100
BTIA42V32M40,9.00,Europa TIA BTIA42V32M40,https://www.europa-plc.com/_uploads/europa/BTIA42V32M40_H_555_W_555.jpg,"
				550Vcc 80kA / 250V DC 40kA, Fixing centres: 73mm / Diameter: 21mm, ASTA 20 Certified",Europa,Fuse,100
BTFP42V125,31.22,Europa TFP BTFP42V125,https://www.europa-plc.com/_uploads/europa/xBTFP42V125_H_555_W_555.jpg.pagespeed.ic.RKOo3irpQA.webp,"
				415V AC 80kA / 250V DC 40kA, Fixing centres: 94mm / Diameter: 31mm, ASTA 20 Certified",Europa,Fuse,100
BNIT55V20,4.22,Europa NIT BNIT55V20,https://www.europa-plc.com/_uploads/europa/xBNIT55V20_H_555_W_555.jpg.pagespeed.ic.JI1FT8rCAC.webp,"
				550V AC 80kA / 250V DC 40kA, Fixing centres: 44.5mm / Diameter: 13.5mm (Size A1), ASTA 20 Certified",Europa,Fuse,100
BNIT55V16,4.22,Europa NIT BNIT55V16,https://www.europa-plc.com/_uploads/europa/BNIT55V16_H_555_W_555.jpg,"
				550V AC 80kA / 250V DC 40kA, Fixing centres: 44.5mm / Diameter: 13.5mm (Size A1), ASTA 20 Certified",Europa,Fuse,100
BNEUTRALA4,3.45,Europa Solid Link A4 BNEUTRALA4,https://www.europa-plc.com/_uploads/europa/BNEUTRALA4_H_555_W_555.jpg,"
				BS88 Bolted Type",Europa,Accessories,100
BNEUTRALA3,3.16,Europa Solid Link A3 BNEUTRALA3,https://www.europa-plc.com/_uploads/europa/xBNEUTRALA3_H_555_W_555.jpg.pagespeed.ic.iDErK6jQS4.webp,"
				BS88 Bolted Type",Europa,Accessories,100
BA9LED4P,1.90,Europa LED BA9 Bayonet (10 x 23mm) BA9LED4P,https://www.europa-plc.com/_uploads/europa/xBA9LED4P_H_555_W_555.jpg.pagespeed.ic.9598f3zBSP.webp,"
				AC/DC, Long life: 30,000 Hours, Operating temperature: -25 C to + 55 C",Europa,Lamp,100
70-007-65/5A,0.31,Europa 5 x 20mm (T) Slow Blow Ceramic Miniature Fuse 70-007-65/5A,https://www.europa-plc.com/_uploads/europa/70-007-65-5A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-007-65/3.15A,0.31,Europa 5 x 20mm (T) Slow Blow Ceramic Miniature Fuse 70-007-65/3.15A,https://www.europa-plc.com/_uploads/europa/70-007-65-3.15A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-007-65/1A,0.31,Europa 5 x 20mm (T) Slow Blow Ceramic Miniature Fuse 70-007-65/1A,https://www.europa-plc.com/_uploads/europa/70-007-65-1A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-007-33/3.15A,0.31,Europa 5 x 20mm (F) Quick Blow Ceramic Miniature Fuse 70-007-33/3.15A,https://www.europa-plc.com/_uploads/europa/70-007-33-3.15A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-007-33/2.5A,0.31,Europa 5 x 20mm (F) Quick Blow Ceramic Miniature Fuse 70-007-33/2.5A,https://www.europa-plc.com/_uploads/europa/70-007-33-2.5A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-007-33/1A,0.31,Europa 5 x 20mm (F) Quick Blow Ceramic Miniature Fuse 70-007-33/1A,https://www.europa-plc.com/_uploads/europa/70-007-33-1A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-001-35/3.15A,0.20,Europa 5 x 20mm (T) Slow Blow Glass Miniature Fuse 70-001-35/3.15A,https://www.europa-plc.com/_uploads/europa/70-001-35-3.15A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
70-001-34/0.5A,0.18,Europa 5 x 20mm (F) Quick Blow Glass Miniature Fuse 70-001-34/0.5A,https://www.europa-plc.com/_uploads/europa/70-001-34-0.5A_H_555_W_555.jpg,"
				250V",Europa,Fuse,100
642814,"1,249.33",Europa 3 Pole CBR (MCCB + RCD) 642814,https://www.europa-plc.com/_uploads/europa/x642814_H_555_W_555.jpg.pagespeed.ic.7kPIlWksiJ.webp,"
				IEC 60947-2, Adjustable thermal (0.63 to 1 x In) and fixed magnetic protection., Adjustable residual current (30mA-3A) and adjustable time delay (0-700mS)., All ratings at 400/415V AC 50/60Hz",Europa,Switch Disconnector,100
596773,345.99,Europa 4 Pole MCCB's 596773,https://www.europa-plc.com/_uploads/europa/x596773_H_555_W_555.jpg.pagespeed.ic.vw6gkc5clA.webp,"
				IEC 60947-2, Adjustable thermal (0.63 to 1 x In), Fixed magnetic protection, All ratings at 400/415V AC 50/60Hz",Europa,Switch Disconnector,100
50-142-06/63A,28.67,Europa 22 x 58mm uR (Ultra Rapid + Striker) Ceramic Fuse 690V 50-142-06/63A,https://www.europa-plc.com/_uploads/europa/50-142-06-63A_H_555_W_555.jpg,"
				EN 60269-4, IEC 60269-4, VDE 0636-4, UL 248-13, Breaking capacity: 200kA - 700Vac, With striker",Europa,Fuse,100
50-124-06/10A,12.07,Europa 14 x 51mm uR (Ultra Rapid) Ceramic Fuse 690V 50-124-06/10A,https://www.europa-plc.com/_uploads/europa/50-124-06-10A_H_555_W_555.jpg,"
				IEC 60269-4, VDE 0636-4, UL 248-13, Breaking capacity: 200kA",Europa,Fuse,100
20-004-13/400A,25.31,Europa NH2 gL (General Line) Fuse 500V 20-004-13/400A,https://www.europa-plc.com/_uploads/europa/x20-004-13-400A_H_555_W_555.jpg.pagespeed.ic.H5FZIs_MAZ.webp,"
				With combi indicator, W:53 x H:59 x L: 150mm, IEC 60269-2, VDE 0636 part 2",Europa,Fuse,100
20-004-13/200A,19.16,Europa NH2 gL (General Line) Fuse 500V 20-004-13/200A,https://www.europa-plc.com/_uploads/europa/x20-004-13-200A_H_555_W_555.jpg.pagespeed.ic.H5FZIs_MAZ.webp,"
				With combi indicator, W:53 x H:59 x L: 150mm, IEC 60269-2, VDE 0636 part 2",Europa,Fuse,100
20-002-13/80A,13.31,Europa NH0 gL (General Line) Fuse 500V 20-002-13/80A,https://www.europa-plc.com/_uploads/europa/20-002-13-80A_H_555_W_555.jpg,"
				With combi indicator, W:29.5 x H:46 x L: 125mm, IEC 60269-2 , VDE 0636 part 6",Europa,Fuse,100
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
